שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,pop,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,coords,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,name,אשכול רשויות מקומיות,lon,lat,lonlat,distance,duration,g_orig,g_dest,crow_dist,mode,speed,ratio
כפר סאלד,345,KEFAR SZOLD,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,716.0,715.0,685.0,1.0,1942,330,15.0,2617578900.0,120.0,253.0,10004591.0,2021,Kefar Szold,211.0,35.65800258731234,33.195595091721756,"33.1956,35.6580",152701,10781,"Hof HaCarmel Regional Council, Israel","Kfar Sold/Center, Kfar Szold, Israel",74616.75348048954,transit,24.916085013427544,0.4886461351300223
כפר סילבר,107,KEFAR SILVER,6,הדרום,61,אשקלון,614.0,36.0,מועצה אזורית חוף אשקלון,,1.0,405.0,387.0,309.0,18.0,1957,340,,1632562022.0,55.0,633.0,10001821.0,2021,Kefar Silver,620.0,34.611727062130925,31.673076256078513,"31.6731,34.6117",131050,10015,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Israel",131124.34208850027,transit,47.13406205877194,1.000567280339567
כפר עבודה,875,KEFAR AVODA,4,המרכז,41,השרון,411.0,18.0,מועצה אזורית לב השרון,141.0,1.0,212.0,211.0,211.0,1.0,1942,340,,1946168478.0,70.0,412.0,15000060.0,2021,Kefar Avoda,410.0,34.94076506713366,32.25638904514843,"32.2564,34.9408",56745,6310,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Israel",61168.425271978376,transit,34.89799223123965,1.0779526878487686
כפר עזה,845,KEFAR AZZA,6,הדרום,61,אשקלון,614.0,37.0,מועצה אזורית שער הנגב,,1.0,765.0,764.0,746.0,1.0,1951,330,15.0,1555559925.0,89.0,651.0,10001829.0,2021,Kefar Azza,620.0,34.53189175049859,31.48356437783168,"31.4836,34.5319",157223,12748,"Hof HaCarmel Regional Council, Israel","Office/Kfar Aza, Kfar Aza, Israel",153480.86845936763,transit,43.34257345887382,0.9761985743775887
כפר קיש,388,KEFAR KISCH,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,685.0,678.0,674.0,7.0,1946,310,1.0,2424073031.0,85.0,206.0,10004394.0,2021,Kefar Kisch,214.0,35.44903292504755,32.666989543024364,"32.6670,35.4490",90714,8413,"Hof HaCarmel Regional Council, Israel","Kfar Kish A, Kfar Kisch, Israel",43897.434521573465,transit,18.78411556848502,0.48391025113624647
כפר רוזנואלד (זרעית),1130,KEFAR ROZENWALD(ZARIT),2,הצפון,24,עכו,244.0,52.0,מועצה אזורית מעלה יוסף,,1.0,237.0,237.0,237.0,0.0,1967,310,1.0,2272977831.0,620.0,255.0,10004302.0,2021,Kefar Rozenwald(Zarit),212.0,35.28835964216198,33.100007477975346,"33.1000,35.2884",86291,8784,"Hof HaCarmel Regional Council, Israel","11, Zar'it, Israel",42048.38021181021,transit,17.232942709758284,0.48728581441645374
כפר רופין,295,KEFAR RUPPIN,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,526.0,525.0,515.0,1.0,1938,330,15.0,2525770713.0,-246.0,202.0,10004568.0,2021,Kefar Ruppin,214.0,35.55663142100937,32.45771451780915,"32.4577,35.5566",101146,8729,"Hof HaCarmel Regional Council, Israel","Kibbutz Kfar Rupin, Kfar Ruppin, Israel",64120.7396626687,transit,26.4445712894498,0.6339424165332163
כפר רות,1166,KEFAR RUT,4,המרכז,43,רמלה,431.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,285.0,285.0,278.0,0.0,1977,310,1.0,2030264634.0,286.0,424.0,10002277.0,2021,Kefar Rut,,35.03067078931664,31.909894336756665,"31.9099,35.0307",107321,8367,"Hof HaCarmel Regional Council, Israel","6, Kfar Rut",99386.2210421072,transit,42.762088652036084,0.9260649923324158
כפר שמאי,605,KEFAR SHAMMAY,2,הצפון,21,צפת,212.0,2.0,מועצה אזורית מרום הגליל,,1.0,575.0,575.0,575.0,0.0,1949,310,2.0,2430876244.0,637.0,209.0,10004528.0,2021,Kefar Shammay,211.0,35.4571005992288,32.95668643934855,"32.9567,35.4571",100056,7154,"Hof HaCarmel Regional Council, Israel","Synagogue, Kfar Shamai, Israel",45207.34062368072,transit,22.749011216836816,0.4518203868201879
כפר שמואל,743,KEFAR SHEMU'EL,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,969.0,968.0,949.0,1.0,1950,310,6.0,1937164417.0,107.0,426.0,10002228.0,2021,Kefar Shemu'el,,34.93230087327939,31.89015230456098,"31.8902,34.9323",106745,9617,"Hof HaCarmel Regional Council, Israel","Derech HaZayit 48, Kfar Shmu'el, Israel",101812.99245778435,transit,38.11238149610312,0.9537963600897873
כרכום,1285,KARKOM,2,הצפון,21,צפת,213.0,55.0,מועצה אזורית מבואות החרמון,,1.0,517.0,515.0,502.0,2.0,1988,370,13.0,2571975949.0,96.0,253.0,10004540.0,2021,Karkom,211.0,35.6078860657358,32.929691328589165,"32.9297,35.6079",110363,7126,"Hof HaCarmel Regional Council, Israel","Karkum Center, Karkom, Israel",57697.05800512947,transit,29.14810676655432,0.5227934906184996
כרם בן זמרה,664,KEREM BEN ZIMRA,2,הצפון,21,צפת,212.0,2.0,מועצה אזורית מרום הגליל,,1.0,529.0,529.0,528.0,0.0,1949,310,2.0,2440077147.0,822.0,209.0,10004528.0,2021,Kerem Ben Zimra,211.0,35.46718128482574,33.038085776423095,"33.0381,35.4672",124171,10463,"Hof HaCarmel Regional Council, Israel","Tirosh St 51, Kerem Ben Zimra, Israel",50119.94141481373,transit,17.244747117779742,0.4036364482432591
כרם יבנה (ישיבה),1094,KEREM YAVNE(YESHIVA),4,המרכז,44,רחובות,441.0,29.0,מועצה אזורית חבל יבנה,143.0,1.0,538.0,538.0,538.0,0.0,1963,340,,1738163628.0,50.0,456.0,10001821.0,2021,Kerem Yavne(Yeshiva),420.0,34.72233217842856,31.81837617349218,"31.8184,34.7223",115124,10304,"Hof HaCarmel Regional Council, Israel","קבוצת יבנה 5, Kvutsat Yavneh, Israel",112797.65262793667,transit,39.409117765971665,0.9797926811780051
"כרם מהר""ל",580,KEREM MAHARAL,3,חיפה,32,חדרה,322.0,15.0,מועצה אזורית חוף הכרמל,243.0,1.0,767.0,758.0,746.0,9.0,1949,310,1.0,1993872798.0,93.0,303.0,10004333.0,2021,Kerem Maharal,,34.99046673901472,32.64603569020028,"32.6460,34.9905",9309,2147,"Hof HaCarmel Regional Council, Israel","39, Kerem Maharal, Israel",17592.135897894477,transit,29.497759307135592,1.8897986784718528
כרם שלום,1085,KEREM SHALOM,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,194.0,184.0,176.0,10.0,1956,330,15.0,1317857105.0,87.0,651.0,10001893.0,2021,Kerem Shalom,620.0,34.284240479119596,31.22770298671354,"31.2277,34.2842",213148,14535,"Hof HaCarmel Regional Council, Israel","מבנה מזכירות הקיבוץ, Kerem Shalom, Israel",188060.46271797473,transit,46.578442778445755,0.882299917043438
כרמי צור,3766,KARME ZUR,7,אזור יהודה ושומרון,77,חברון,,76.0,מועצה אזורית גוש עציון,,1.0,964.0,964.0,962.0,0.0,1984,370,2.0,2096161296.0,935.0,714.0,15000586.0,2021,Karme Zur,,35.100678448520036,31.60893554766443,"31.6089,35.1007",155923,10848,"Hof HaCarmel Regional Council, Israel","Sports Field, Karmei Zur",133111.59737131753,transit,44.174202667472635,0.8537008483117791
כרמי קטיף,1374,KARME KATIF,6,הדרום,61,אשקלון,612.0,50.0,מועצה אזורית לכיש,,1.0,649.0,649.0,649.0,0.0,2016,370,,1916760508.0,338.0,634.0,10001813.0,2021,Karme Katif,,34.91184717950851,31.537575728608918,"31.5376,34.9118",185437,11796,"Hof HaCarmel Regional Council, Israel","הגפן 2, Israel",141059.32412863174,transit,43.0496411379344,0.7606859695132673
כרמייה,768,KARMIYYA,6,הדרום,61,אשקלון,614.0,36.0,מועצה אזורית חוף אשקלון,,1.0,651.0,651.0,627.0,0.0,1950,330,15.0,1565861272.0,29.0,633.0,10001829.0,2021,Karmiyya,620.0,34.54187330603293,31.6050951561621,"31.6051,34.5419",146353,11828,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Karmia, Israel",140307.4345784724,transit,42.70432570869975,0.9586918927420169
כרמים,1198,KERAMIM,6,הדרום,62,באר שבע,623.0,41.0,מועצה אזורית בני שמעון,341.0,1.0,526.0,526.0,526.0,0.0,1980,330,15.0,1922058248.0,404.0,625.0,10001937.0,2021,Keramim,620.0,34.91804834761289,31.333763915728344,"31.3338,34.9180",189228,13531,"Hof HaCarmel Regional Council, Israel","קיבוץ, Kramim, Israel",163650.4063443089,transit,43.540127325364864,0.8648318765949484
כרמל,3656,KARMEL,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,467.0,467.0,467.0,0.0,1981,320,11.0,2173959328.0,711.0,715.0,15003512.0,2021,Karmel,710.0,35.18270637885441,31.43148630568348,"31.4315,35.1827",208258,14649,"Hof HaCarmel Regional Council, Israel","Karmel/Exit, Carmel",153439.1227693616,transit,37.707750834166276,0.7367742068461313
לבון,1207,LAVON,2,הצפון,24,עכו,243.0,56.0,מועצה אזורית משגב,,1.0,727.0,726.0,710.0,1.0,1980,350,,2271676084.0,566.0,205.0,15002358.0,2021,Lavon,210.0,35.286820337371616,32.94248804290768,"32.9425,35.2868",66747,8692,"Hof HaCarmel Regional Council, Israel","Bareket St 7, Lavon, Israel",30226.217252067105,transit,12.518911885347627,0.4528475774501791
לביא,585,LAVI,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,616.0,616.0,615.0,0.0,1949,330,3.0,2417174366.0,299.0,206.0,10004552.0,2021,Lavi,214.0,35.44199627000182,32.78738031176307,"32.7874,35.4420",72122,6764,"Hof HaCarmel Regional Council, Israel","כביש פנימי 1, Lavi, Israel",40543.488268016124,transit,21.578438463166478,0.5621514692883742
לבנים,1230,LIVNIM,2,הצפון,21,צפת,214.0,2.0,מועצה אזורית מרום הגליל,,1.0,473.0,472.0,450.0,1.0,1982,310,1.0,2466175214.0,-54.0,209.0,10004552.0,2021,Livnim,211.0,35.494551090366,32.86373261944161,"32.8637,35.4946",102216,8087,"Hof HaCarmel Regional Council, Israel","HaArazim St 67, Livnim, Israel",45888.04247644656,transit,20.4274703740828,0.448932089657652
להב,2023,LAHAV,6,הדרום,62,באר שבע,623.0,41.0,מועצה אזורית בני שמעון,341.0,1.0,656.0,655.0,646.0,1.0,1952,330,15.0,1875158754.0,455.0,625.0,10001937.0,2021,Lahav,620.0,34.86860734600224,31.379279916115348,"31.3793,34.8686",209419,13745,"Hof HaCarmel Regional Council, Israel","Lahav/Dining Room, Lahav, Israel",158914.99607896994,transit,41.62197059907543,0.7588375270580507
להבות הבשן,380,LAHAVOT HABASHAN,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,922.0,919.0,859.0,3.0,1945,330,15.0,2607878299.0,88.0,253.0,10004591.0,2021,Lahavot HaBashan,211.0,35.64732791107292,33.14144552086728,"33.1414,35.6473",165306,11037,"Hof HaCarmel Regional Council, Israel","Lahavot HaBashan/Center, Lehavot HaBashan, Israel",70437.92178566671,transit,22.97513078086438,0.4261062622389188
לוזית,52,LUZIT,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,,1.0,862.0,860.0,845.0,2.0,1955,310,1.0,1893162164.0,190.0,151.0,15000597.0,2021,Luzit,,34.886489267349525,31.686862936957425,"31.6869,34.8865",154441,10325,"Hof HaCarmel Regional Council, Israel","199, Luzit, Israel",124695.18834979013,transit,43.47725695489051,0.8073969240667318
לוחמי הגיטאות,595,LOHAME HAGETA'OT,2,הצפון,24,עכו,245.0,4.0,מועצה אזורית מטה אשר,241.0,1.0,816.0,816.0,795.0,0.0,1949,330,15.0,2095076319.0,17.0,201.0,10004302.0,2021,Lohame HaGeta'ot,212.0,35.09794815143159,32.963659156489854,"32.9637,35.0979",53071,5954,"Hof HaCarmel Regional Council, Israel","דרך המייסדים, Lohamei HaGeta'ot, Israel",19663.381512755484,transit,11.889179282149772,0.37051085362543545
לוטם,1171,LOTEM,2,הצפון,24,עכו,242.0,56.0,מועצה אזורית משגב,,1.0,783.0,726.0,716.0,57.0,1978,330,15.0,2337775423.0,315.0,205.0,10004513.0,2021,Lotem,210.0,35.35740150758585,32.88282068512454,"32.8828,35.3574",90059,9354,"Hof HaCarmel Regional Council, Israel","Klil 14א, Lotem, Israel",33751.85737101184,transit,12.98981040577749,0.3747749516540473
לוטן,1255,LOTAN,6,הדרום,62,באר שבע,625.0,53.0,מועצה אזורית חבל אילות,,1.0,202.0,202.0,181.0,0.0,1983,330,15.0,2081343322.0,123.0,608.0,10001955.0,2021,Lotan,610.0,35.08706737963249,29.98770924736233,"29.9877,35.0871",366255,23633,"Hof HaCarmel Regional Council, Israel","Lotan, Lotan, Israel",313190.3367182243,transit,47.70808666633976,0.8551155252985605
לימן,674,LIMAN,2,הצפון,24,עכו,245.0,4.0,מועצה אזורית מטה אשר,241.0,1.0,674.0,673.0,648.0,1.0,1949,310,1.0,2108977386.0,15.0,201.0,10004302.0,2021,Liman,212.0,35.11271609766233,33.05987840727644,"33.0599,35.1127",65934,7436,"Hof HaCarmel Regional Council, Israel","HaGefen/Kindergarten, Liman, Israel",30116.149315897972,transit,14.580169114743505,0.4567620547198406
לכיש,24,LAKHISH,6,הדרום,61,אשקלון,612.0,50.0,מועצה אזורית לכיש,,1.0,800.0,800.0,787.0,0.0,1955,310,1.0,1850560772.0,247.0,634.0,10001813.0,2021,Lakhish,,34.8420468528968,31.561206268967055,"31.5612,34.8420",175418,11158,"Hof HaCarmel Regional Council, Israel","14, Lachish, Israel",139024.16491512765,transit,44.85454325994439,0.7925307831301671
לפידות,1173,LAPPIDOT,2,הצפון,24,עכו,243.0,52.0,מועצה אזורית מעלה יוסף,,1.0,129.0,129.0,122.0,0.0,1978,310,1.0,2248276265.0,470.0,255.0,10004484.0,2021,Lappidot,212.0,35.26180815788475,32.95882231669848,"32.9588,35.2618",66167,9013,"Hof HaCarmel Regional Council, Israel","10, Lapidot, Israel",29275.573457984825,transit,11.693339004631683,0.4424497628422752
מאיר שפיה,102,ME'IR SHEFEYA,3,חיפה,32,חדרה,322.0,15.0,מועצה אזורית חוף הכרמל,,1.0,352.0,317.0,193.0,35.0,1923,340,,1975672190.0,107.0,303.0,10004333.0,2021,Me'ir Shefeya,,34.97121139471132,32.591176951022874,"32.5912,34.9712",14414,3478,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Israel",23868.309713758674,transit,24.705553470250496,1.6559115938503313
מבוא דותן,3569,MEVO DOTAN,7,אזור יהודה ושומרון,71,ג'נין,,72.0,מועצה אזורית שומרון,,1.0,509.0,509.0,505.0,0.0,1978,370,11.0,2166670298.0,314.0,710.0,15004488.0,2021,Mevo Dotan,710.0,35.174711968299924,32.420781161922726,"32.4208,35.1747",69961,6820,"Hof HaCarmel Regional Council, Israel","מבוא דותן, ישראל, C5CF+9RQ, Mevo Dotan",45309.440972461714,transit,23.917006964935805,0.647638555373161
מבוא חמה,4204,MEVO HAMMA,2,הצפון,29,גולן,294.0,71.0,מועצה אזורית גולן,,1.0,459.0,459.0,449.0,0.0,1968,330,15.0,2617273821.0,348.0,219.0,10004579.0,2021,Mevo Hamma,211.0,35.655348252859646,32.7376518889771,"32.7377,35.6553",159580,11983,"Hof HaCarmel Regional Council, Israel","4, Mevo Hama, 1293400",60904.75818415,transit,18.297348699235584,0.3816565871923173
מבוא מודיעים,1141,MEVO MODI'IM,4,המרכז,43,רמלה,431.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,247.0,247.0,246.0,0.0,1964,370,8.0,1989264896.0,208.0,424.0,10002277.0,2021,Mevo Modi'im,,34.987269029083286,31.93345521772637,"31.9335,34.9873",102124,7800,"Hof HaCarmel Regional Council, Israel","7, Mevo Modi'im, Israel",96765.75220144838,transit,44.66111640066848,0.9475319435338254
מבואות ים,1318,MEVO'OT YAM,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,365.0,364.0,338.0,1.0,1954,340,,1878270108.0,3.0,409.0,15000060.0,2021,Mevo'ot Yam,,34.86816582761742,32.40320287775652,"32.4032,34.8682",39848,5154,"Hof HaCarmel Regional Council, Israel","בי''ס מבואות ים, Mihmoret, Israel",46416.31994980392,transit,32.421178079024855,1.1648343693486227
מבואות יריחו,3825,MEVO'OT YERIHO,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,228.0,228.0,228.0,0.0,2019,370,,2396664589.0,-103.0,712.0,10003299.0,2021,Mevo'ot Yeriho,,35.41803088864471,31.905775303362976,"31.9058,35.4180",206432,12567,"Hof HaCarmel Regional Council, Israel","Mevo'ot Yeriho, Mevo'ot Yericho",106972.39774525391,transit,30.643799783792005,0.5181967802726996
מבטחים,829,MIVTAHIM,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,463.0,463.0,457.0,0.0,1950,310,1.0,1435757236.0,129.0,651.0,10001893.0,2021,Mivtahim,620.0,34.407871443159344,31.240342754145473,"31.2403,34.4079",193241,13553,"Hof HaCarmel Regional Council, Israel","40, Mivtahim, Israel",182810.1507902988,transit,48.55873554527231,0.9460215523118738
מבקיעים,573,MAVQI'IM,6,הדרום,61,אשקלון,614.0,36.0,מועצה אזורית חוף אשקלון,,1.0,508.0,508.0,498.0,0.0,1949,310,6.0,1599161459.0,57.0,633.0,10001829.0,2021,Mavqi'im,620.0,34.576848631352796,31.62213616685577,"31.6221,34.5768",140634,11434,"Hof HaCarmel Regional Council, Israel","243, Mavki'im, Israel",137499.98199750797,transit,43.29193066215049,0.977715075995193
מגדל עוז,3561,MIGDAL OZ,7,אזור יהודה ושומרון,76,בית לחם,,76.0,מועצה אזורית גוש עציון,445.0,1.0,566.0,566.0,565.0,0.0,1977,330,3.0,2135961641.0,939.0,714.0,15000586.0,2021,Migdal Oz,,35.14259976169509,31.64007696291817,"31.6401,35.1426",165075,10116,"Hof HaCarmel Regional Council, Israel","J4RV+338, Migdal Oz",129979.06026203981,transit,46.255893331686764,0.7873939740241697
מגדלים,3751,MIGDALIM,7,אזור יהודה ושומרון,72,שכם,,72.0,מועצה אזורית שומרון,,1.0,543.0,543.0,530.0,0.0,1983,370,11.0,2324866637.0,775.0,710.0,15004488.0,2021,Migdalim,710.0,35.342401644037594,32.09057036081164,"32.0906,35.3424",115510,8929,"Hof HaCarmel Regional Council, Israel","38QV+W22, Migdalim",85235.67737653603,transit,34.365375580191476,0.7379073446154967
מגידו,586,MEGIDDO,2,הצפון,23,יזרעאל,234.0,13.0,מועצה אזורית מגידו,,1.0,858.0,858.0,843.0,0.0,1949,330,15.0,2171372068.0,153.0,254.0,10004411.0,2021,Megiddo,213.0,35.179665110875376,32.58038985654793,"32.5804,35.1797",60302,5964,"Hof HaCarmel Regional Council, Israel","HaGanim St, Megiddo, Israel",29522.015795000007,transit,17.820130258551313,0.4895694304500681
מגן,695,MAGEN,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,537.0,529.0,485.0,8.0,1949,330,15.0,1454357893.0,119.0,651.0,10001893.0,2021,Magen,620.0,34.42690833600226,31.299712408545524,"31.2997,34.4269",227614,15331,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Magen, Israel",175972.24389774236,transit,41.32151053629069,0.7731169607218464
מגן שאול,1155,MAGEN SHA'UL,2,הצפון,23,יזרעאל,234.0,8.0,מועצה אזורית הגלבוע,,1.0,734.0,734.0,589.0,0.0,1976,310,1.0,2291471412.0,83.0,204.0,10004394.0,2021,Magen Sha'ul,213.0,35.307507314089314,32.52119649690186,"32.5212,35.3075",89398,8392,"Hof HaCarmel Regional Council, Israel","Magen Sha'ul, Magen Shaul, Israel",42047.3188533887,transit,18.037458040061882,0.4703384734936878
מדרך עוז,2029,MIDRAKH OZ,2,הצפון,23,יזרעאל,234.0,13.0,מועצה אזורית מגידו,,1.0,828.0,828.0,751.0,0.0,1952,310,1.0,2151572230.0,128.0,254.0,10004411.0,2021,Midrakh Oz,213.0,35.15857011865957,32.5949918845242,"32.5950,35.1586",63728,6107,"Hof HaCarmel Regional Council, Israel","215, Midrakh Oz, Israel",27098.14246600884,transit,15.974015535882076,0.4252156425120644
מדרשת רופין,897,MIDRESHET RUPPIN,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,228.0,119.0,115.0,109.0,1948,340,,1919269429.0,25.0,409.0,15000060.0,2021,Midreshet Ruppin,,34.91194310180419,32.34208315610079,"32.3421,34.9119",41954,4189,"Hof HaCarmel Regional Council, Israel","מכללת רופין בית יד לבנים (בניין הספריה עמק חפר, Israel",52101.91928108361,transit,44.776058584841486,1.2418820441694143
מורן,1163,MORAN,2,הצפון,24,עכו,242.0,56.0,מועצה אזורית משגב,,1.0,497.0,493.0,481.0,4.0,1977,330,15.0,2371675853.0,326.0,205.0,10004465.0,2021,Moran,210.0,35.39371038774751,32.92154316462639,"32.9215,35.3937",72722,8777,"Hof HaCarmel Regional Council, Israel","HaTamar St, Moran, Israel",38283.64000950299,transit,15.70252979767697,0.5264382169013915
מזרע,104,MIZRA,2,הצפון,23,יזרעאל,234.0,9.0,מועצה אזורית עמק יזרעאל,,1.0,792.0,792.0,768.0,0.0,1923,330,15.0,2271472850.0,98.0,254.0,10004394.0,2021,Mizra,213.0,35.28633861706423,32.65088017644788,"32.6509,35.2863",62673,6433,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Mizra, Israel",31026.896267749376,transit,17.363100662816375,0.4950600141647819
מחולה,3599,MEHOLA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,649.0,649.0,648.0,0.0,1968,310,2.0,2486669692.0,-176.0,712.0,10003299.0,2021,Mehola,710.0,35.51473076048061,32.36575657376981,"32.3658,35.5147",105622,8784,"Hof HaCarmel Regional Council, Israel","5 St, Mehola",67951.14234822446,transit,27.84882883123953,0.6433426970538757
מחנה יתיר,1196,MAHANE YATTIR,6,הדרום,62,באר שבע,623.0,,חסר מעמד מוניציפלי,,1.0,304.0,283.0,283.0,21.0,1979,350,,2057258396.0,652.0,699.0,10001937.0,2021,Mahane Yattir,,35.06008696649004,31.347350311688864,"31.3474,35.0601",231142,16626,"Hof HaCarmel Regional Council, Israel","דוד המלך 12, Israel",161989.22836016753,transit,35.075256952760924,0.7008212629473117
מחניים,308,MAHANAYIM,2,הצפון,21,צפת,213.0,1.0,מועצה אזורית הגליל העליון,,1.0,815.0,814.0,798.0,1.0,1939,330,15.0,2536376606.0,263.0,253.0,10004540.0,2021,Mahanayim,211.0,35.570067487311746,32.98904705218492,"32.9890,35.5701",104526,7416,"Hof HaCarmel Regional Council, Israel","111, Mahanayim, 1231500, Israel",56329.50007910947,transit,27.34441751413081,0.5389041968420247
מחסיה,776,MAHSEYA,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,493.0,493.0,492.0,0.0,1950,310,2.0,2007762837.0,251.0,151.0,15000597.0,2021,Mahseya,,35.00722797123689,31.747801009031576,"31.7478,35.0072",125695,9088,"Hof HaCarmel Regional Council, Israel","93, Mahseya, Israel",117388.76475713382,transit,46.50083110978012,0.9339175365538313
מטע,822,MATTA,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,961.0,959.0,936.0,2.0,1950,310,1.0,2059662505.0,603.0,151.0,15000597.0,2021,Matta,,35.0620480877096,31.717932741133133,"31.7179,35.0620",150225,11801,"Hof HaCarmel Regional Council, Israel","HaEla St 26, Mata, Israel",120814.19006848925,transit,36.855443118935796,0.8042216013878465
מי עמי,1128,ME AMMI,3,חיפה,32,חדרה,323.0,14.0,מועצה אזורית מנשה,,1.0,363.0,363.0,357.0,0.0,1963,320,6.0,2141671229.0,462.0,351.0,10004249.0,2021,Me Ammi,,35.14808102810545,32.50472437028775,"32.5047,35.1481",66709,7243,"Hof HaCarmel Regional Council, Israel","הבוסתן 7, Mei Ami, Israel",35694.448620133895,transit,17.74126950607235,0.535076955435307
מיטב,2054,METAV,2,הצפון,23,יזרעאל,234.0,8.0,מועצה אזורית הגלבוע,,1.0,460.0,460.0,453.0,0.0,1954,310,1.0,2285071685.0,72.0,204.0,10004394.0,2021,Metav,213.0,35.30072188254737,32.54581918042083,"32.5458,35.3007",77671,6319,"Hof HaCarmel Regional Council, Israel","11, Meitav, Israel",39601.01976218074,transit,22.56111269882112,0.509855927723098
מיצר,4019,MEZAR,2,הצפון,29,גולן,294.0,71.0,מועצה אזורית גולן,,1.0,324.0,324.0,319.0,0.0,1981,310,15.0,2692674150.0,359.0,219.0,10004579.0,2021,Mezar,211.0,35.735965197407594,32.767001422004085,"32.7670,35.7360",127047,11191,"Hof HaCarmel Regional Council, Israel","Meitsar, Meitsar",68110.28201751232,transit,21.910197056835347,0.5361030328737579
מירב,1282,MERAV,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,744.0,744.0,744.0,0.0,1987,330,3.0,2399270655.0,394.0,202.0,10004568.0,2021,Merav,214.0,35.422077099499,32.452788906944825,"32.4528,35.4221",99198,10559,"Hof HaCarmel Regional Council, Israel","Kibbutz Merav, Meirav, Israel",54951.02767663638,transit,18.735079044974995,0.5539529796632632
מישר,731,MESHAR,4,המרכז,44,רחובות,441.0,32.0,מועצה אזורית גדרות,143.0,1.0,811.0,811.0,798.0,0.0,1950,310,10.0,1768063635.0,52.0,456.0,15002488.0,2021,Meshar,,34.75390811238899,31.81912313115466,"31.8191,34.7539",114810,11905,"Hof HaCarmel Regional Council, Israel","HaDuhifat St 50, Meishar, Israel",112045.65344213035,transit,33.881927962340974,0.9759224235008305
מכורה,3614,MEKHORA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,185.0,185.0,166.0,0.0,1973,310,10.0,2401067463.0,220.0,712.0,10003299.0,2021,Mekhora,710.0,35.4232982237855,32.164944139946954,"32.1649,35.4233",169901,20519,"Hof HaCarmel Regional Council, Israel","136, Mekhora",80957.55592094161,transit,14.203772177756704,0.4764984074310428
מכמנים,1202,MIKHMANNIM,2,הצפון,24,עכו,242.0,56.0,מועצה אזורית משגב,,1.0,597.0,576.0,543.0,21.0,1980,370,7.0,2308775687.0,489.0,205.0,10004465.0,2021,Mikhmannim,210.0,35.32644393024245,32.90665908576215,"32.9067,35.3264",132315,9542,"Hof HaCarmel Regional Council, Israel","26, Mikhmanim, Israel",31822.23587024112,transit,12.005873939726266,0.2405036153893445
מלאה,164,MELE'A,2,הצפון,23,יזרעאל,234.0,8.0,מועצה אזורית הגלבוע,,1.0,375.0,375.0,370.0,0.0,1956,310,1.0,2225471884.0,66.0,204.0,10004394.0,2021,Mele'a,213.0,35.2372770952081,32.563796203172224,"32.5638,35.2373",80882,7086,"Hof HaCarmel Regional Council, Israel","28, Mle'a, Israel",34178.9441926847,transit,17.36440856529282,0.4225778812675836
